video-id,t-start,t-end,score,label
video_validation_0000311,674.8,685.7,0.8851089,ThrowDiscus
video_validation_0000936,0.0,1.2,0.32387498,TennisSwing
video_validation_0000936,5.3,5.9,0.24308485,TennisSwing
video_validation_0000936,8.2,12.4,0.58053344,TennisSwing
video_validation_0000936,15.3,15.6,0.27135754,TennisSwing
video_validation_0000936,17.9,18.6,0.2210848,TennisSwing
video_validation_0000936,19.6,20.8,0.2952479,TennisSwing
video_validation_0000936,25.1,29.2,0.6507178,TennisSwing
video_validation_0000936,30.5,34.6,0.6714888,TennisSwing
video_validation_0000936,35.6,36.2,0.20314492,TennisSwing
video_validation_0000936,36.9,38.9,0.9553069,TennisSwing
video_validation_0000936,39.7,42.4,0.60949904,TennisSwing
video_validation_0000153,0.0,7.3,0.9652044,CleanAndJerk
video_validation_0000153,8.5,8.8,0.4210043,CleanAndJerk
video_validation_0000153,10.6,13.3,0.58114296,CleanAndJerk
video_validation_0000153,14.3,18.5,0.55079293,CleanAndJerk
video_validation_0000153,21.3,22.0,0.27285168,CleanAndJerk
video_validation_0000153,23.8,31.4,0.86512715,CleanAndJerk
video_validation_0000153,33.2,33.9,0.48330986,CleanAndJerk
video_validation_0000153,41.1,55.2,0.85184175,CleanAndJerk
video_validation_0000153,57.3,58.9,0.676788,CleanAndJerk
video_validation_0000153,59.8,61.4,0.75025195,CleanAndJerk
video_validation_0000153,65.5,65.5,0.31305844,CleanAndJerk
video_validation_0000153,67.3,67.6,0.43249264,CleanAndJerk
video_validation_0000153,70.0,70.6,0.22262828,CleanAndJerk
video_validation_0000153,73.9,99.7,1.3502971,CleanAndJerk
video_validation_0000153,103.9,132.0,1.424426,CleanAndJerk
video_validation_0000153,134.1,134.6,0.4405749,CleanAndJerk
video_validation_0000153,135.8,136.6,0.3447337,CleanAndJerk
video_validation_0000153,137.8,138.1,0.21174957,CleanAndJerk
video_validation_0000153,140.7,144.8,1.3300458,CleanAndJerk
video_validation_0000153,149.6,150.4,0.49639323,CleanAndJerk
video_validation_0000266,9.7,37.6,1.2329824,HighJump
video_validation_0000266,39.3,44.3,1.6387249,HighJump
video_validation_0000266,48.4,57.1,1.151032,HighJump
video_validation_0000266,58.6,62.6,0.4415137,HighJump
video_validation_0000266,66.7,78.0,1.0396836,HighJump
video_validation_0000266,85.7,89.6,0.37939548,HighJump
video_validation_0000266,92.3,94.9,1.018718,HighJump
video_validation_0000266,96.9,98.3,0.37593383,HighJump
video_validation_0000266,101.3,102.2,0.27487698,HighJump
video_validation_0000266,103.1,116.3,0.96249926,HighJump
video_validation_0000266,117.1,138.4,1.3899258,HighJump
video_validation_0000683,0.0,2.6,0.8696383,BaseballPitch
video_validation_0000683,3.9,4.5,0.21206279,BaseballPitch
video_validation_0000683,5.2,5.6,0.24650101,BaseballPitch
video_validation_0000683,15.7,17.4,0.6389641,BaseballPitch
video_validation_0000683,23.0,28.7,0.68614763,BaseballPitch
video_validation_0000683,30.7,37.4,0.6605432,BaseballPitch
video_validation_0000151,0.0,2.3,1.0210071,CleanAndJerk
video_validation_0000151,6.0,7.1,1.152561,CleanAndJerk
video_validation_0000151,9.9,23.2,1.3744344,CleanAndJerk
video_validation_0000053,8.1,17.1,0.9435892,Billiards
video_validation_0000053,19.7,25.0,0.36009726,Billiards
video_validation_0000053,27.1,27.6,0.16346538,Billiards
video_validation_0000053,36.1,36.7,0.19027933,Billiards
video_validation_0000053,37.6,38.6,0.060004808,Billiards
video_validation_0000053,39.3,43.5,0.5467198,Billiards
video_validation_0000053,44.6,53.6,0.87840617,Billiards
video_validation_0000053,62.5,66.3,0.5912059,Billiards
video_validation_0000053,68.4,83.1,0.82939327,Billiards
video_validation_0000053,84.2,90.7,0.7037289,Billiards
video_validation_0000053,91.5,91.6,-0.19198893,Billiards
video_validation_0000053,94.9,95.1,0.16035336,Billiards
video_validation_0000053,96.0,99.2,0.28448337,Billiards
video_validation_0000053,109.6,121.1,1.00746,Billiards
video_validation_0000053,122.0,130.2,0.7202464,Billiards
video_validation_0000053,138.3,145.5,0.48675,Billiards
video_validation_0000053,146.2,149.5,0.53917116,Billiards
video_validation_0000053,154.7,154.7,-0.06393338,Billiards
video_validation_0000053,156.4,157.0,0.31634617,Billiards
video_validation_0000053,159.5,160.0,0.1546164,Billiards
video_validation_0000053,161.4,163.2,0.23556532,Billiards
video_validation_0000053,165.3,166.1,0.3198526,Billiards
video_validation_0000053,167.4,168.5,0.2801709,Billiards
video_validation_0000053,170.2,170.7,0.33666715,Billiards
video_validation_0000053,173.8,179.8,0.22183815,Billiards
video_validation_0000053,181.2,183.1,0.29884872,Billiards
video_validation_0000053,186.3,188.1,0.5065406,Billiards
video_validation_0000053,188.9,189.8,0.3686579,Billiards
video_validation_0000053,191.0,194.1,0.17807609,Billiards
video_validation_0000053,195.4,196.5,0.5654309,Billiards
video_validation_0000852,0.0,7.5,0.8841321,SoccerPenalty
video_validation_0000852,12.7,19.0,1.0025885,SoccerPenalty
video_validation_0000852,21.2,29.4,1.1710296,SoccerPenalty
video_validation_0000852,34.3,50.2,1.2818307,SoccerPenalty
video_validation_0000852,57.6,64.4,0.949693,SoccerPenalty
video_validation_0000852,68.7,74.2,1.1103044,SoccerPenalty
video_validation_0000852,80.2,83.5,1.1048981,SoccerPenalty
video_validation_0000852,84.2,86.9,0.942958,SoccerPenalty
video_validation_0000852,89.2,94.5,1.3105793,SoccerPenalty
video_validation_0000852,101.6,108.7,1.2368454,SoccerPenalty
video_validation_0000852,111.3,117.3,1.328594,SoccerPenalty
video_validation_0000852,123.8,131.0,1.29145,SoccerPenalty
video_validation_0000852,133.3,138.8,1.1061124,SoccerPenalty
video_validation_0000852,145.0,149.7,1.0936899,SoccerPenalty
video_validation_0000852,152.9,155.2,1.0011133,SoccerPenalty
video_validation_0000852,157.2,161.3,0.9960092,SoccerPenalty
video_validation_0000852,167.1,181.8,1.3416821,SoccerPenalty
video_validation_0000852,187.9,192.4,0.40360022,SoccerPenalty
video_validation_0000852,194.6,195.2,0.4446508,SoccerPenalty
video_validation_0000852,196.9,198.9,0.46052375,SoccerPenalty
video_validation_0000852,200.2,204.4,1.0874511,SoccerPenalty
video_validation_0000852,205.4,209.0,0.5874967,SoccerPenalty
video_validation_0000852,211.2,216.9,1.3013619,SoccerPenalty
video_validation_0000312,1.8,11.2,1.0906497,HammerThrow
video_validation_0000312,12.7,17.0,0.38840142,HammerThrow
video_validation_0000312,19.5,27.6,1.2498304,HammerThrow
video_validation_0000312,31.5,34.7,0.5061623,HammerThrow
video_validation_0000312,48.1,64.5,0.5636227,HammerThrow
video_validation_0000949,6.7,16.1,1.1467928,HighJump
video_validation_0000949,19.4,20.2,0.99864364,HighJump
video_validation_0000663,0.0,8.1,0.69108623,HighJump
video_validation_0000663,16.9,24.2,0.5123786,HighJump
video_validation_0000663,70.6,71.2,0.3563066,HighJump
video_validation_0000663,79.5,81.9,0.49842805,HighJump
video_validation_0000663,85.3,90.9,0.41634533,HighJump
video_validation_0000663,95.8,103.8,0.9171731,HighJump
video_validation_0000663,111.1,120.3,1.2743372,HighJump
video_validation_0000663,122.0,127.3,0.55705583,HighJump
video_validation_0000663,130.8,136.2,0.6662868,HighJump
video_validation_0000663,137.3,139.7,0.19815809,HighJump
video_validation_0000663,141.4,144.3,0.1864265,HighJump
video_validation_0000663,145.1,146.1,0.21444611,HighJump
video_validation_0000663,146.9,152.2,0.28027493,HighJump
video_validation_0000663,152.9,153.6,0.16614833,HighJump
video_validation_0000663,154.3,157.4,0.2921767,HighJump
video_validation_0000663,159.7,170.8,0.29349998,HighJump
video_validation_0000663,174.4,176.5,0.2956558,HighJump
video_validation_0000663,180.0,186.1,0.45199692,HighJump
video_validation_0000663,187.2,208.4,0.5688079,HighJump
video_validation_0000663,212.9,213.7,0.43800876,HighJump
video_validation_0000663,217.1,223.0,1.022983,HighJump
video_validation_0000855,0.0,4.9,0.46163702,TennisSwing
video_validation_0000855,17.8,30.4,0.4432614,TennisSwing
video_validation_0000855,42.3,51.7,0.71241546,TennisSwing
video_validation_0000855,69.5,80.1,0.6984265,TennisSwing
video_validation_0000855,85.6,88.8,0.67218494,TennisSwing
video_validation_0000855,96.7,100.7,0.72528434,TennisSwing
video_validation_0000855,101.6,103.9,0.8821713,TennisSwing
video_validation_0000855,115.7,119.2,0.54228413,TennisSwing
video_validation_0000855,127.0,130.3,0.6560747,TennisSwing
video_validation_0000855,136.5,140.0,0.81569374,TennisSwing
video_validation_0000054,0.5,2.4,0.30920282,Billiards
video_validation_0000054,5.0,5.8,0.20730701,Billiards
video_validation_0000054,9.1,9.6,0.22440766,Billiards
video_validation_0000054,13.2,14.5,0.2978761,Billiards
video_validation_0000054,15.4,16.8,0.29977056,Billiards
video_validation_0000054,20.7,23.4,0.22068644,Billiards
video_validation_0000054,29.1,29.6,0.20660757,Billiards
video_validation_0000054,34.8,42.0,0.71913165,Billiards
video_validation_0000054,44.1,44.1,0.11309926,Billiards
video_validation_0000054,45.2,48.2,1.0671027,Billiards
video_validation_0000054,49.1,49.8,0.4665865,Billiards
video_validation_0000054,51.4,57.1,0.33776152,Billiards
video_validation_0000054,57.8,67.4,0.31059024,Billiards
video_validation_0000054,68.1,70.1,0.47773093,Billiards
video_validation_0000054,71.1,71.7,0.49686253,Billiards
video_validation_0000054,73.2,73.4,0.16436167,Billiards
video_validation_0000054,74.6,75.3,0.2284163,Billiards
video_validation_0000054,77.1,79.4,0.4463722,Billiards
video_validation_0000054,82.9,83.9,0.43336013,Billiards
video_validation_0000054,84.7,85.2,-0.004425561,Billiards
video_validation_0000054,89.9,93.2,0.321674,Billiards
video_validation_0000054,95.5,96.1,0.35926142,Billiards
video_validation_0000054,97.0,98.3,0.42069608,Billiards
video_validation_0000054,99.5,99.7,0.101571046,Billiards
video_validation_0000054,100.6,114.8,0.55830514,Billiards
video_validation_0000054,116.9,126.9,0.28693426,Billiards
video_validation_0000160,12.8,18.9,0.32925028,CleanAndJerk
video_validation_0000160,31.8,40.4,1.245919,CleanAndJerk
video_validation_0000160,45.3,57.1,1.1424232,CleanAndJerk
video_validation_0000160,61.4,67.8,1.5180228,CleanAndJerk
video_validation_0000160,94.0,109.5,1.1711265,CleanAndJerk
video_validation_0000160,121.2,124.8,0.21767706,CleanAndJerk
video_validation_0000160,136.2,149.4,1.2579683,CleanAndJerk
video_validation_0000160,154.6,161.4,1.3598889,CleanAndJerk
video_validation_0000160,163.6,167.6,0.39426485,CleanAndJerk
video_validation_0000160,177.1,184.2,0.6170328,CleanAndJerk
video_validation_0000160,186.3,197.7,1.6488527,CleanAndJerk
video_validation_0000160,226.6,232.0,1.0003833,CleanAndJerk
video_validation_0000160,237.3,243.1,1.2407396,CleanAndJerk
video_validation_0000160,248.3,255.7,1.445694,CleanAndJerk
video_validation_0000160,263.0,266.6,0.63220656,CleanAndJerk
video_validation_0000160,274.1,281.3,1.1348118,CleanAndJerk
video_validation_0000160,301.1,320.3,1.2606319,CleanAndJerk
video_validation_0000160,330.6,340.2,0.7126451,CleanAndJerk
video_validation_0000058,10.5,12.3,0.7209254,Billiards
video_validation_0000058,26.2,27.8,0.4772068,Billiards
video_validation_0000058,28.7,47.0,0.8159688,Billiards
video_validation_0000058,48.3,49.1,0.45430446,Billiards
video_validation_0000058,49.9,51.1,0.4231655,Billiards
video_validation_0000058,51.9,63.5,0.8551523,Billiards
video_validation_0000058,68.4,77.4,1.2491078,Billiards
video_validation_0000058,82.3,89.9,1.1092612,Billiards
video_validation_0000058,90.8,117.5,1.1984974,Billiards
video_validation_0000058,118.2,127.8,1.161645,Billiards
video_validation_0000058,130.6,130.8,0.43519208,Billiards
video_validation_0000055,21.3,94.3,2.1205006,Billiards
video_validation_0000055,98.2,107.1,1.4677894,Billiards
video_validation_0000055,109.3,121.9,2.021692,Billiards
video_validation_0000055,122.8,136.4,1.6445034,Billiards
video_validation_0000158,3.8,16.1,1.5715201,CleanAndJerk
video_validation_0000158,24.4,34.3,1.0206939,CleanAndJerk
video_validation_0000158,39.6,51.3,1.3324381,CleanAndJerk
video_validation_0000158,83.6,88.0,0.66278505,CleanAndJerk
video_validation_0000158,89.4,111.2,1.2754245,CleanAndJerk
video_validation_0000158,125.2,165.3,1.0264089,CleanAndJerk
video_validation_0000158,182.1,182.9,0.7224468,CleanAndJerk
video_validation_0000158,184.7,191.2,0.9045542,CleanAndJerk
video_validation_0000158,194.2,197.4,1.1619152,CleanAndJerk
video_validation_0000158,200.4,205.3,1.5346613,CleanAndJerk
video_validation_0000158,206.8,211.5,1.0487174,CleanAndJerk
video_validation_0000158,215.1,223.1,1.2798549,CleanAndJerk
video_validation_0000158,230.4,244.4,1.5633795,CleanAndJerk
video_validation_0000158,248.9,257.7,1.5059276,CleanAndJerk
video_validation_0000158,262.5,275.0,1.1935834,CleanAndJerk
video_validation_0000690,0.4,40.7,1.1003126,BaseballPitch
video_validation_0000690,42.1,45.1,0.33510062,BaseballPitch
video_validation_0000690,50.4,51.7,0.38823056,BaseballPitch
video_validation_0000690,55.1,57.3,0.23038962,BaseballPitch
video_validation_0000690,58.0,58.7,0.42437375,BaseballPitch
video_validation_0000690,77.3,77.9,0.5092085,BaseballPitch
video_validation_0000690,79.8,80.4,0.26244083,BaseballPitch
video_validation_0000690,85.9,87.3,0.39631626,BaseballPitch
video_validation_0000690,90.6,91.2,0.2905084,BaseballPitch
video_validation_0000690,94.3,95.9,0.30924228,BaseballPitch
video_validation_0000690,97.1,98.2,0.081538804,BaseballPitch
video_validation_0000690,99.0,100.2,0.28546792,BaseballPitch
video_validation_0000690,103.4,105.5,0.41463724,BaseballPitch
video_validation_0000690,108.6,109.9,0.15219535,BaseballPitch
video_validation_0000690,111.7,112.2,0.2668728,BaseballPitch
video_validation_0000690,119.5,120.1,0.08566998,BaseballPitch
video_validation_0000690,132.0,138.0,0.21808067,BaseballPitch
video_validation_0000690,156.7,165.6,1.195664,BaseballPitch
video_validation_0000690,168.0,175.9,0.4497424,BaseballPitch
video_validation_0000690,181.6,192.5,1.2214876,BaseballPitch
video_validation_0000690,193.9,204.4,0.97165376,BaseballPitch
video_validation_0000690,208.2,210.0,0.9206885,BaseballPitch
video_validation_0000690,210.9,212.0,0.4872244,BaseballPitch
video_validation_0000690,214.5,220.7,0.814237,BaseballPitch
video_validation_0000690,250.2,261.9,1.2422552,BaseballPitch
video_validation_0000690,263.0,269.7,0.38545328,BaseballPitch
video_validation_0000689,0.0,9.9,1.483797,BaseballPitch
video_validation_0000860,0.5,13.0,0.76824033,SoccerPenalty
video_validation_0000860,19.4,27.0,0.49640495,SoccerPenalty
video_validation_0000666,67.5,68.2,0.26437056,HighJump
video_validation_0000666,103.3,104.3,0.14909053,HighJump
video_validation_0000666,108.2,109.2,0.48144802,HighJump
video_validation_0000666,119.0,120.4,0.20493537,HighJump
video_validation_0000666,130.6,135.3,0.3012883,HighJump
video_validation_0000666,144.4,145.4,0.254183,HighJump
video_validation_0000666,149.2,149.6,0.1829832,HighJump
video_validation_0000666,160.8,165.8,0.2837428,HighJump
video_validation_0000666,195.8,205.0,1.1947818,HighJump
video_validation_0000666,206.6,207.6,0.3178469,HighJump
video_validation_0000666,232.0,244.3,1.1625001,HighJump
video_validation_0000666,246.7,258.0,1.1705446,HighJump
video_validation_0000666,261.5,264.1,0.46631128,HighJump
video_validation_0000666,272.8,299.5,1.1303482,HighJump
video_validation_0000666,305.0,305.6,0.3106378,HighJump
video_validation_0000666,315.4,337.0,1.1185514,HighJump
video_validation_0000666,342.8,349.0,0.4267298,HighJump
video_validation_0000666,355.3,359.6,0.7812928,HighJump
video_validation_0000666,360.6,366.3,0.66563237,HighJump
video_validation_0000666,377.7,379.5,0.6620197,HighJump
video_validation_0000666,383.8,384.8,0.40049562,HighJump
video_validation_0000666,403.5,405.2,0.3783589,HighJump
video_validation_0000666,427.4,428.9,0.40234715,HighJump
video_validation_0000666,430.8,432.6,0.3996079,HighJump
video_validation_0000666,448.7,465.4,0.84418494,HighJump
video_validation_0000666,476.2,476.8,0.1392648,HighJump
video_validation_0000666,479.0,492.4,1.0851065,HighJump
video_validation_0000666,493.9,506.3,0.9066935,HighJump
video_validation_0000666,513.0,513.9,0.09334961,HighJump
video_validation_0000666,523.3,533.2,0.9089643,HighJump
video_validation_0000666,534.2,535.7,0.29536852,HighJump
video_validation_0000666,538.9,547.1,0.8514575,HighJump
video_validation_0000666,552.6,560.9,1.1962548,HighJump
video_validation_0000666,563.8,569.6,0.72357213,HighJump
video_validation_0000666,573.0,581.0,0.3758216,HighJump
video_validation_0000666,596.5,603.8,0.1714926,HighJump
video_validation_0000666,621.7,641.6,1.4176666,HighJump
video_validation_0000666,647.2,656.6,0.7317382,HighJump
video_validation_0000666,658.7,660.6,0.23218529,HighJump
video_validation_0000666,667.0,669.4,0.42675275,HighJump
video_validation_0000666,671.2,696.4,1.4248755,HighJump
video_validation_0000666,698.1,703.8,0.3574413,HighJump
video_validation_0000666,749.0,762.6,1.1320833,HighJump
video_validation_0000666,765.4,779.5,1.1466962,HighJump
video_validation_0000666,787.1,808.4,1.1387634,HighJump
video_validation_0000666,812.6,826.7,1.3542694,HighJump
video_validation_0000666,827.7,848.6,0.8881565,HighJump
video_validation_0000666,849.5,854.4,0.47870323,HighJump
video_validation_0000666,862.4,885.2,1.3151312,HighJump
video_validation_0000666,893.2,894.4,0.36488175,HighJump
video_validation_0000666,906.0,914.4,1.0664749,HighJump
video_validation_0000666,921.0,936.8,1.2180314,HighJump
video_validation_0000666,945.5,975.1,1.2169385,HighJump
video_validation_0000666,979.6,986.6,1.3717619,HighJump
video_validation_0000666,990.1,991.6,0.17105871,HighJump
video_validation_0000666,993.6,998.8,0.25888607,HighJump
video_validation_0000666,1004.4,1017.8,1.096609,HighJump
video_validation_0000666,1020.9,1035.8,0.6827119,HighJump
video_validation_0000666,1040.3,1044.2,0.34611347,HighJump
video_validation_0000666,1046.0,1047.2,0.25471142,HighJump
video_validation_0000666,1048.6,1056.4,0.84080726,HighJump
video_validation_0000666,1074.2,1084.4,1.2207762,HighJump
video_validation_0000666,1086.4,1089.5,0.27575523,HighJump
video_validation_0000666,1090.6,1104.0,0.89721894,HighJump
video_validation_0000666,1113.0,1114.0,0.1365725,HighJump
video_validation_0000666,1115.7,1125.6,1.3801584,HighJump
video_validation_0000666,1127.7,1133.5,0.7270148,HighJump
video_validation_0000666,1138.0,1143.1,0.7394973,HighJump
video_validation_0000666,1144.4,1145.1,0.06153584,HighJump
video_validation_0000666,1162.2,1170.3,1.2365217,HighJump
video_validation_0000666,1189.1,1203.7,1.3653405,HighJump
video_validation_0000666,1205.4,1209.5,0.47939855,HighJump
video_validation_0000666,1210.5,1228.7,0.78191185,HighJump
video_validation_0000666,1239.0,1243.9,0.32502326,HighJump
video_validation_0000666,1285.0,1287.4,0.527131,HighJump
video_validation_0000666,1289.1,1294.0,0.3727841,HighJump
video_validation_0000666,1319.5,1330.5,1.2440095,HighJump
video_validation_0000666,1335.0,1345.5,0.7456428,HighJump
video_validation_0000666,1379.0,1379.5,0.16789915,HighJump
video_validation_0000934,9.1,11.5,0.9766828,TennisSwing
video_validation_0000934,19.8,25.7,1.2458774,TennisSwing
video_validation_0000934,27.5,35.9,1.0666051,TennisSwing
video_validation_0000934,42.2,44.2,0.15529743,TennisSwing
video_validation_0000934,46.6,47.9,0.26813406,TennisSwing
video_validation_0000934,49.1,49.6,0.023160726,TennisSwing
video_validation_0000934,50.6,50.7,-0.09399871,TennisSwing
video_validation_0000934,53.0,58.9,1.1860752,TennisSwing
video_validation_0000934,59.9,62.3,0.045441207,TennisSwing
video_validation_0000934,63.3,63.4,-0.030531865,TennisSwing
video_validation_0000934,65.2,65.3,-0.043465197,TennisSwing
video_validation_0000934,68.5,69.1,0.09192923,TennisSwing
video_validation_0000934,71.9,72.5,0.107799605,TennisSwing
video_validation_0000052,34.5,44.3,0.6018213,HammerThrow
video_validation_0000052,46.5,49.9,0.79827964,HammerThrow
video_validation_0000052,138.0,150.6,0.85844654,HammerThrow
video_validation_0000941,4.3,5.7,0.6881124,HammerThrow
video_validation_0000941,22.3,32.7,0.7372773,HammerThrow
video_validation_0000941,123.4,132.2,0.8388588,HammerThrow
video_validation_0000941,143.7,148.6,1.5203521,HammerThrow
video_validation_0000941,213.4,215.6,0.62851405,HammerThrow
video_validation_0000368,10.3,12.1,0.14291105,PoleVault
video_validation_0000368,16.3,18.0,0.15182571,PoleVault
video_validation_0000368,40.0,79.4,1.1465465,PoleVault
video_validation_0000368,88.8,94.0,0.392487,PoleVault
video_validation_0000368,100.3,113.3,0.8136989,PoleVault
video_validation_0000368,116.0,131.5,0.69852424,PoleVault
video_validation_0000368,151.8,160.4,0.99823105,PoleVault
video_validation_0000368,174.9,197.9,1.293381,PoleVault
video_validation_0000368,202.5,210.8,1.1260947,PoleVault
video_validation_0000368,238.5,262.8,1.2963722,PoleVault
video_validation_0000368,268.1,282.2,0.98156935,PoleVault
video_validation_0000320,2.3,37.0,1.1766429,HammerThrow
video_validation_0000320,39.3,40.6,0.19870529,HammerThrow
video_validation_0000320,41.7,45.7,0.21953893,HammerThrow
video_validation_0000320,48.3,54.4,1.172002,HammerThrow
video_validation_0000320,56.5,57.5,0.264305,HammerThrow
video_validation_0000320,70.4,92.9,1.2518969,HammerThrow
video_validation_0000320,115.1,123.6,0.52068835,HammerThrow
video_validation_0000320,128.9,137.0,0.3466369,HammerThrow
video_validation_0000320,141.2,143.7,0.2796962,HammerThrow
video_validation_0000320,162.5,170.8,1.3104633,HammerThrow
video_validation_0000320,172.8,175.1,0.24980293,HammerThrow
video_validation_0000320,180.8,181.7,0.25985458,HammerThrow
video_validation_0000320,183.7,184.5,0.24826385,HammerThrow
video_validation_0000320,185.7,186.9,0.10936275,HammerThrow
video_validation_0000320,189.2,194.4,0.5294009,HammerThrow
video_validation_0000320,195.2,209.0,1.2117666,HammerThrow
video_validation_0000320,211.2,211.8,0.4583102,HammerThrow
video_validation_0000320,215.3,222.4,1.361593,HammerThrow
video_validation_0000320,227.5,227.9,0.30727664,HammerThrow
video_validation_0000320,232.8,236.9,1.3029175,HammerThrow
video_validation_0000320,239.9,240.9,0.20531565,HammerThrow
video_validation_0000320,255.7,259.9,0.70148027,HammerThrow
video_validation_0000320,268.9,278.3,1.3749392,HammerThrow
video_validation_0000320,280.5,282.5,0.3466751,HammerThrow
video_validation_0000320,283.3,287.0,0.2297271,HammerThrow
video_validation_0000320,289.5,298.4,1.4660265,HammerThrow
video_validation_0000320,301.5,303.4,0.21962044,HammerThrow
video_validation_0000320,338.9,339.3,0.35202459,HammerThrow
video_validation_0000320,344.8,349.4,0.35439676,HammerThrow
video_validation_0000320,357.7,367.6,0.44289783,HammerThrow
video_validation_0000320,369.5,374.6,1.2562608,HammerThrow
video_validation_0000320,376.1,378.9,0.48694977,HammerThrow
video_validation_0000320,379.6,381.8,0.18259184,HammerThrow
video_validation_0000320,386.8,388.3,0.16950254,HammerThrow
video_validation_0000320,390.5,400.4,1.2271338,HammerThrow
video_validation_0000320,404.6,409.3,0.6959451,HammerThrow
video_validation_0000320,422.4,427.7,0.24483697,HammerThrow
video_validation_0000320,454.0,454.3,0.019702068,HammerThrow
video_validation_0000320,459.0,468.1,0.93239474,HammerThrow
video_validation_0000320,474.1,479.9,1.3214612,HammerThrow
video_validation_0000320,482.0,484.9,0.23555186,HammerThrow
video_validation_0000320,487.8,488.3,0.15110467,HammerThrow
video_validation_0000320,492.6,501.1,1.2746578,HammerThrow
video_validation_0000320,504.4,505.9,0.43187916,HammerThrow
video_validation_0000290,0.0,0.4,0.34454834,GolfSwing
video_validation_0000290,2.6,4.6,0.7778345,GolfSwing
video_validation_0000290,10.9,30.9,1.5728993,GolfSwing
video_validation_0000290,31.7,32.0,0.5763118,GolfSwing
video_validation_0000290,32.8,34.3,0.8727411,GolfSwing
video_validation_0000290,35.1,37.8,0.3299621,GolfSwing
video_validation_0000290,40.6,42.6,0.67464113,GolfSwing
video_validation_0000290,43.9,44.3,0.4916978,GolfSwing
video_validation_0000290,45.1,50.6,1.1474644,GolfSwing
video_validation_0000290,53.6,53.9,0.34903157,GolfSwing
video_validation_0000290,55.6,57.5,0.8201482,GolfSwing
video_validation_0000290,59.1,60.1,0.4915592,GolfSwing
video_validation_0000290,63.4,64.1,0.5496634,GolfSwing
video_validation_0000946,9.1,9.5,0.29841962,ThrowDiscus
video_validation_0000946,13.2,13.9,0.7367701,ThrowDiscus
video_validation_0000946,24.0,36.4,0.83628166,ThrowDiscus
video_validation_0000946,37.9,43.6,0.8033881,ThrowDiscus
video_validation_0000946,44.3,48.0,0.7360578,ThrowDiscus
video_validation_0000946,48.9,67.4,1.2835397,ThrowDiscus
video_validation_0000946,68.6,70.3,0.2728689,ThrowDiscus
video_validation_0000946,77.2,78.5,0.11293375,ThrowDiscus
video_validation_0000946,82.7,83.3,0.33239797,ThrowDiscus
video_validation_0000946,92.6,92.7,0.23542637,ThrowDiscus
video_validation_0000684,0.0,6.2,0.5214669,BaseballPitch
video_validation_0000684,40.1,40.5,0.16624261,BaseballPitch
video_validation_0000684,41.6,45.7,0.12551919,BaseballPitch
video_validation_0000684,48.1,50.7,0.17738692,BaseballPitch
video_validation_0000684,51.5,51.5,-0.0018875091,BaseballPitch
video_validation_0000684,53.2,68.4,0.15861852,BaseballPitch
video_validation_0000060,0.0,9.8,1.473262,Billiards
video_validation_0000060,13.7,18.9,1.5874355,Billiards
video_validation_0000060,23.4,64.3,1.7908539,Billiards
video_validation_0000060,68.7,82.1,1.4373692,Billiards
video_validation_0000060,84.1,84.5,0.8950423,Billiards
video_validation_0000060,85.4,85.9,0.7536948,Billiards
video_validation_0000060,93.8,96.4,1.0102277,Billiards
video_validation_0000060,97.3,112.6,1.5258429,Billiards
video_validation_0000060,113.4,113.4,-0.34603828,Billiards
video_validation_0000060,121.3,122.0,0.9246837,Billiards
video_validation_0000060,123.8,126.5,0.90563893,Billiards
video_validation_0000060,134.3,136.0,0.6723187,Billiards
video_validation_0000060,141.3,147.4,1.3951863,Billiards
video_validation_0000856,4.8,7.0,1.109953,SoccerPenalty
video_validation_0000856,7.9,9.4,1.6887432,SoccerPenalty
video_validation_0000856,22.3,26.1,0.81969446,SoccerPenalty
video_validation_0000856,33.8,44.7,1.8803531,SoccerPenalty
video_validation_0000856,55.8,76.6,1.8709905,SoccerPenalty
video_validation_0000362,21.8,27.1,0.3914595,HammerThrow
video_validation_0000362,28.0,36.5,0.56251794,HammerThrow
video_validation_0000362,38.6,54.4,0.80856603,HammerThrow
video_validation_0000362,71.7,72.6,0.22405231,HammerThrow
video_validation_0000362,75.9,78.1,0.3994922,HammerThrow
video_validation_0000362,91.9,94.3,0.5738232,HammerThrow
video_validation_0000362,95.4,108.8,0.8228748,HammerThrow
video_validation_0000362,114.9,115.1,0.82644355,HammerThrow
video_validation_0000362,119.4,123.8,0.9595058,HammerThrow
video_validation_0000362,125.2,132.0,0.62847304,HammerThrow
video_validation_0000362,132.7,158.2,0.6554785,HammerThrow
video_validation_0000362,167.7,175.4,0.9731132,HammerThrow
video_validation_0000362,176.6,177.0,0.631353,HammerThrow
video_validation_0000362,181.2,185.8,0.69543874,HammerThrow
video_validation_0000362,187.4,192.5,0.53207374,HammerThrow
video_validation_0000362,195.6,197.2,0.5625511,HammerThrow
video_validation_0000362,202.0,207.9,0.7244238,HammerThrow
video_validation_0000362,208.6,210.8,0.40671477,HammerThrow
video_validation_0000362,213.2,213.5,0.41495878,HammerThrow
video_validation_0000362,214.2,221.9,0.44860283,HammerThrow
video_validation_0000362,233.6,234.2,0.7766889,HammerThrow
video_validation_0000362,252.9,269.1,0.77084327,HammerThrow
video_validation_0000362,298.5,324.1,1.2515342,HammerThrow
