video-id,t-start,t-end,label
video_validation_0000153,28.5,36.8,CleanAndJerk
video_validation_0000153,56.2,73.0,CleanAndJerk
video_validation_0000153,85.7,101.0,CleanAndJerk
video_validation_0000153,121.4,141.6,CleanAndJerk
video_validation_0000266,72.8,76.4,BaseballPitch
video_validation_0000683,0.3,5.5,BaseballPitch
video_validation_0000683,7.5,13.5,BaseballPitch
video_validation_0000683,15.9,18.1,BaseballPitch
video_validation_0000683,23.8,25.7,BaseballPitch
video_validation_0000151,10.2,22.9,CleanAndJerk
video_validation_0000053,9.1,13.8,Billiards
video_validation_0000053,22.4,24.8,Billiards
video_validation_0000053,34.3,40.1,Billiards
video_validation_0000053,49.7,53.0,Billiards
video_validation_0000053,63.6,68.5,Billiards
video_validation_0000053,74.6,80.6,Billiards
video_validation_0000053,88.5,90.7,Billiards
video_validation_0000053,96.7,99.2,Billiards
video_validation_0000053,112.7,113.8,Billiards
video_validation_0000053,124.5,130.0,Billiards
video_validation_0000053,138.4,146.0,Billiards
video_validation_0000053,152.8,156.1,Billiards
video_validation_0000053,163.9,166.4,Billiards
video_validation_0000053,175.9,181.0,Billiards
video_validation_0000053,188.8,193.8,Billiards
video_validation_0000852,3.2,6.5,SoccerPenalty
video_validation_0000852,12.8,15.8,SoccerPenalty
video_validation_0000852,16.6,20.4,SoccerPenalty
video_validation_0000852,21.4,24.5,SoccerPenalty
video_validation_0000852,25.8,28.8,SoccerPenalty
video_validation_0000852,34.8,37.5,SoccerPenalty
video_validation_0000852,38.1,41.8,SoccerPenalty
video_validation_0000852,43.9,46.5,SoccerPenalty
video_validation_0000852,47.2,50.0,SoccerPenalty
video_validation_0000852,57.6,60.7,SoccerPenalty
video_validation_0000852,61.1,64.0,SoccerPenalty
video_validation_0000852,70.8,73.7,SoccerPenalty
video_validation_0000852,80.2,82.6,SoccerPenalty
video_validation_0000852,84.2,86.6,SoccerPenalty
video_validation_0000852,90.0,94.4,SoccerPenalty
video_validation_0000852,101.7,104.6,SoccerPenalty
video_validation_0000852,105.0,107.9,SoccerPenalty
video_validation_0000852,114.4,117.2,SoccerPenalty
video_validation_0000852,124.0,126.5,SoccerPenalty
video_validation_0000852,127.5,131.0,SoccerPenalty
video_validation_0000852,134.7,138.4,SoccerPenalty
video_validation_0000852,145.3,148.2,SoccerPenalty
video_validation_0000852,149.6,151.7,SoccerPenalty
video_validation_0000852,152.7,155.1,SoccerPenalty
video_validation_0000852,157.8,161.0,SoccerPenalty
video_validation_0000852,167.4,170.3,SoccerPenalty
video_validation_0000852,170.8,173.0,SoccerPenalty
video_validation_0000852,173.6,175.2,SoccerPenalty
video_validation_0000852,176.9,181.5,SoccerPenalty
video_validation_0000852,188.7,192.4,SoccerPenalty
video_validation_0000852,194.0,199.0,SoccerPenalty
video_validation_0000852,212.7,216.5,SoccerPenalty
video_validation_0000312,2.2,10.5,HammerThrow
video_validation_0000312,19.6,27.2,HammerThrow
video_validation_0000312,48.8,55.3,HammerThrow
video_validation_0000949,4.9,9.2,ThrowDiscus
video_validation_0000663,0.0,7.4,PoleVault
video_validation_0000663,17.5,24.1,PoleVault
video_validation_0000663,62.5,72.3,PoleVault
video_validation_0000663,90.8,95.4,PoleVault
video_validation_0000663,96.4,103.3,PoleVault
video_validation_0000663,113.8,120.8,PoleVault
video_validation_0000663,122.1,130.4,PoleVault
video_validation_0000663,180.2,187.5,PoleVault
video_validation_0000663,189.6,196.1,PoleVault
video_validation_0000663,198.1,204.6,PoleVault
video_validation_0000663,206.4,212.8,PoleVault
video_validation_0000855,2.4,4.2,SoccerPenalty
video_validation_0000855,117.2,119.0,SoccerPenalty
video_validation_0000855,137.4,139.5,SoccerPenalty
video_validation_0000054,126.9,127.6,Billiards
video_validation_0000160,46.3,67.3,CleanAndJerk
video_validation_0000160,94.9,108.5,CleanAndJerk
video_validation_0000160,237.8,255.2,CleanAndJerk
video_validation_0000160,301.2,319.6,CleanAndJerk
video_validation_0000058,10.9,11.6,Billiards
video_validation_0000058,82.9,84.3,Billiards
video_validation_0000058,114.2,115.9,Billiards
video_validation_0000058,123.7,126.2,Billiards
video_validation_0000055,20.5,25.6,Billiards
video_validation_0000055,46.8,51.6,Billiards
video_validation_0000055,58.6,67.7,Billiards
video_validation_0000055,72.9,77.2,Billiards
video_validation_0000055,85.6,90.9,Billiards
video_validation_0000055,95.1,99.6,Billiards
video_validation_0000055,104.2,108.4,Billiards
video_validation_0000055,116.8,121.7,Billiards
video_validation_0000055,127.4,133.1,Billiards
video_validation_0000158,3.9,16.1,CleanAndJerk
video_validation_0000158,24.4,34.6,CleanAndJerk
video_validation_0000158,47.0,165.1,CleanAndJerk
video_validation_0000158,215.2,224.3,CleanAndJerk
video_validation_0000158,235.8,244.2,CleanAndJerk
video_validation_0000158,249.0,258.8,CleanAndJerk
video_validation_0000158,262.7,272.8,CleanAndJerk
video_validation_0000690,5.7,10.6,BaseballPitch
video_validation_0000690,14.9,18.1,BaseballPitch
video_validation_0000690,35.0,38.0,BaseballPitch
video_validation_0000690,156.8,161.3,BaseballPitch
video_validation_0000690,251.6,256.2,BaseballPitch
video_validation_0000689,0.5,4.9,BaseballPitch
video_validation_0000860,6.4,10.0,SoccerPenalty
video_validation_0000860,19.6,26.1,SoccerPenalty
video_validation_0000666,191.5,204.3,PoleVault
video_validation_0000666,216.3,223.6,PoleVault
video_validation_0000666,229.8,238.5,PoleVault
video_validation_0000666,271.8,280.9,PoleVault
video_validation_0000666,286.6,298.0,PoleVault
video_validation_0000666,313.8,323.1,PoleVault
video_validation_0000666,329.9,337.7,PoleVault
video_validation_0000666,351.1,360.1,PoleVault
video_validation_0000666,370.5,377.7,PoleVault
video_validation_0000666,385.0,398.0,PoleVault
video_validation_0000666,438.8,451.0,PoleVault
video_validation_0000666,455.1,465.9,PoleVault
video_validation_0000666,475.0,485.8,PoleVault
video_validation_0000666,493.7,502.0,PoleVault
video_validation_0000666,521.5,530.7,PoleVault
video_validation_0000666,538.3,547.1,PoleVault
video_validation_0000666,552.5,560.7,PoleVault
video_validation_0000666,568.2,579.9,PoleVault
video_validation_0000666,620.2,634.3,PoleVault
video_validation_0000666,642.8,650.7,PoleVault
video_validation_0000934,9.4,10.6,TennisSwing
video_validation_0000934,28.5,33.4,TennisSwing
video_validation_0000934,54.5,58.2,TennisSwing
video_validation_0000052,24.3,24.8,Billiards
video_validation_0000941,21.4,27.3,ThrowDiscus
video_validation_0000941,65.8,71.2,ThrowDiscus
video_validation_0000941,79.5,87.1,ThrowDiscus
video_validation_0000941,120.0,128.5,ThrowDiscus
video_validation_0000941,145.7,148.2,ThrowDiscus
video_validation_0000941,156.8,163.4,ThrowDiscus
video_validation_0000941,188.3,193.8,ThrowDiscus
video_validation_0000941,204.3,211.9,ThrowDiscus
video_validation_0000368,40.0,42.4,HighJump
video_validation_0000368,43.4,47.8,HighJump
video_validation_0000368,51.3,58.9,HighJump
video_validation_0000368,61.3,73.6,HighJump
video_validation_0000368,202.7,210.2,HighJump
video_validation_0000368,251.9,262.5,HighJump
video_validation_0000368,268.2,279.1,HighJump
video_validation_0000320,30.9,36.7,HammerThrow
video_validation_0000320,48.7,54.0,HammerThrow
video_validation_0000320,104.4,112.6,HammerThrow
video_validation_0000320,129.6,145.9,HammerThrow
video_validation_0000320,162.7,170.5,HammerThrow
video_validation_0000320,217.1,221.7,HammerThrow
video_validation_0000320,233.4,236.5,HammerThrow
video_validation_0000320,271.0,277.6,HammerThrow
video_validation_0000320,291.6,298.4,HammerThrow
video_validation_0000320,391.3,399.7,HammerThrow
video_validation_0000320,367.7,374.0,HammerThrow
video_validation_0000320,472.9,479.6,HammerThrow
video_validation_0000320,491.8,500.4,HammerThrow
video_validation_0000290,2.6,5.8,GolfSwing
video_validation_0000290,10.3,43.4,GolfSwing
video_validation_0000290,45.5,53.9,GolfSwing
video_validation_0000290,55.5,60.3,GolfSwing
video_validation_0000290,63.0,65.6,GolfSwing
video_validation_0000946,5.5,12.2,ThrowDiscus
video_validation_0000946,16.6,82.2,ThrowDiscus
video_validation_0000684,21.8,23.3,BaseballPitch
video_validation_0000684,40.0,43.1,BaseballPitch
video_validation_0000684,63.7,66.6,BaseballPitch
video_validation_0000060,23.9,31.2,Billiards
video_validation_0000060,50.2,56.6,Billiards
video_validation_0000060,60.1,63.5,Billiards
video_validation_0000060,73.7,76.7,Billiards
video_validation_0000060,101.0,105.0,Billiards
video_validation_0000060,123.2,127.9,Billiards
video_validation_0000060,133.5,136.4,Billiards
video_validation_0000060,141.6,145.3,Billiards
video_validation_0000060,149.2,152.1,Billiards
video_validation_0000856,19.9,21.4,SoccerPenalty
video_validation_0000856,56.6,61.1,SoccerPenalty
video_validation_0000856,63.7,65.0,SoccerPenalty
video_validation_0000856,8.5,10.0,SoccerPenalty
video_validation_0000856,35.2,38.9,SoccerPenalty
video_validation_0000856,70.4,71.3,SoccerPenalty
video_validation_0000856,72.2,76.0,SoccerPenalty
video_validation_0000362,20.0,22.6,HighJump
video_validation_0000362,22.8,23.5,HighJump
video_validation_0000362,23.6,25.2,HighJump
video_validation_0000362,25.2,26.5,HighJump
video_validation_0000362,27.1,28.1,HighJump
video_validation_0000362,29.5,30.4,HighJump
video_validation_0000362,30.8,32.2,HighJump
video_validation_0000362,32.8,35.0,HighJump
video_validation_0000362,36.2,37.6,HighJump
video_validation_0000362,38.6,41.0,HighJump
video_validation_0000362,44.8,45.8,HighJump
video_validation_0000362,52.7,54.1,HighJump
video_validation_0000362,54.9,56.2,HighJump
video_validation_0000362,56.6,58.0,HighJump
video_validation_0000362,58.2,59.3,HighJump
video_validation_0000362,60.2,64.6,HighJump
video_validation_0000362,71.7,73.4,HighJump
video_validation_0000362,76.4,77.4,HighJump
video_validation_0000362,92.0,95.7,HighJump
video_validation_0000362,96.0,98.7,HighJump
video_validation_0000362,100.2,103.6,HighJump
video_validation_0000362,103.8,108.0,HighJump
video_validation_0000362,119.4,124.5,HighJump
video_validation_0000362,126.4,131.6,HighJump
video_validation_0000362,134.4,139.3,HighJump
video_validation_0000362,141.3,147.4,HighJump
video_validation_0000362,147.6,151.3,HighJump
video_validation_0000362,151.5,158.0,HighJump
video_validation_0000362,166.9,172.1,HighJump
video_validation_0000362,181.8,185.4,HighJump
video_validation_0000362,188.8,196.8,HighJump
video_validation_0000362,202.3,207.6,HighJump
video_validation_0000362,214.3,217.8,HighJump
video_validation_0000362,253.0,258.8,HighJump
video_validation_0000362,268.2,272.0,HighJump
video_validation_0000362,301.2,311.9,HighJump
video_validation_0000362,312.4,318.0,HighJump
video_validation_0000362,318.2,320.1,HighJump
video_validation_0000362,320.4,322.2,HighJump
video_validation_0000362,322.4,324.0,HighJump
video_validation_0000362,332.4,333.8,HighJump
video_validation_0000362,333.8,339.0,HighJump
video_validation_0000362,346.4,349.6,HighJump
video_validation_0000362,349.6,352.8,HighJump
video_validation_0000362,352.8,355.4,HighJump
video_validation_0000362,355.6,358.7,HighJump
video_validation_0000362,380.4,383.5,HighJump
video_validation_0000362,391.9,394.5,HighJump
video_validation_0000362,408.1,417.0,HighJump
video_validation_0000362,429.4,433.1,HighJump
video_validation_0000362,440.5,443.7,HighJump
video_validation_0000362,458.8,476.4,HighJump
video_validation_0000362,483.8,490.0,HighJump
video_validation_0000362,493.0,496.2,HighJump
video_validation_0000786,7.9,12.9,ThrowDiscus
video_validation_0000687,5.1,7.1,BaseballPitch
video_validation_0000687,17.7,20.5,BaseballPitch
video_validation_0000938,7.9,19.6,TennisSwing
video_validation_0000938,25.1,34.0,TennisSwing
video_validation_0000857,3.8,11.4,SoccerPenalty
video_validation_0000857,15.2,17.7,SoccerPenalty
video_validation_0000857,20.4,22.5,SoccerPenalty
video_validation_0000857,25.8,28.2,SoccerPenalty
video_validation_0000857,31.1,32.7,SoccerPenalty
video_validation_0000857,35.6,38.2,SoccerPenalty
video_validation_0000857,39.9,48.0,SoccerPenalty
video_validation_0000364,23.0,32.4,HighJump
video_validation_0000364,74.6,80.0,HighJump
video_validation_0000364,86.5,91.5,HighJump
video_validation_0000364,95.2,98.6,HighJump
video_validation_0000364,53.6,64.3,HighJump
video_validation_0000364,98.6,106.7,HighJump
video_validation_0000670,73.9,91.6,PoleVault
video_validation_0000933,6.7,7.4,TennisSwing
video_validation_0000933,9.4,10.1,TennisSwing
video_validation_0000933,10.9,11.9,TennisSwing
video_validation_0000933,12.9,13.7,TennisSwing
video_validation_0000933,14.4,15.2,TennisSwing
video_validation_0000933,16.4,18.0,TennisSwing
video_validation_0000933,20.3,22.1,TennisSwing
video_validation_0000933,29.1,33.0,TennisSwing
video_validation_0000933,88.5,89.5,TennisSwing
video_validation_0000933,113.4,115.0,TennisSwing
video_validation_0000933,115.6,117.2,TennisSwing
video_validation_0000313,10.2,20.7,HammerThrow
video_validation_0000313,25.0,29.0,HammerThrow
video_validation_0000313,36.4,45.4,HammerThrow
video_validation_0000313,52.0,62.2,HammerThrow
video_validation_0000313,74.0,81.9,HammerThrow
video_validation_0000667,5.1,14.8,PoleVault
video_validation_0000667,29.6,35.8,PoleVault
video_validation_0000667,46.8,54.4,PoleVault
video_validation_0000159,35.2,51.6,CleanAndJerk
video_validation_0000159,98.8,123.2,CleanAndJerk
video_validation_0000159,133.8,136.3,CleanAndJerk
video_validation_0000159,230.3,246.1,CleanAndJerk
video_validation_0000159,266.5,274.0,CleanAndJerk
video_validation_0000159,368.2,388.6,CleanAndJerk
video_validation_0000159,400.2,411.6,CleanAndJerk
video_validation_0000665,31.1,36.1,PoleVault
video_validation_0000665,36.4,40.9,PoleVault
video_validation_0000665,44.0,50.0,PoleVault
video_validation_0000665,51.4,56.2,PoleVault
video_validation_0000665,71.5,83.3,PoleVault
video_validation_0000665,84.6,103.3,PoleVault
video_validation_0000665,103.7,117.0,PoleVault
video_validation_0000665,186.9,195.4,PoleVault
video_validation_0000665,195.6,202.1,PoleVault
video_validation_0000665,207.1,212.4,PoleVault
video_validation_0000665,212.7,232.5,PoleVault
video_validation_0000947,0.0,98.2,ThrowDiscus
video_validation_0000854,3.8,4.7,SoccerPenalty
video_validation_0000686,2.4,5.0,BaseballPitch
video_validation_0000859,5.2,7.4,SoccerPenalty
video_validation_0000859,26.4,30.9,SoccerPenalty
video_validation_0000859,38.5,46.1,SoccerPenalty
video_validation_0000853,0.4,2.5,SoccerPenalty
video_validation_0000853,44.8,48.6,SoccerPenalty
video_validation_0000853,51.6,55.5,SoccerPenalty
video_validation_0000853,58.1,61.9,SoccerPenalty
video_validation_0000853,65.9,70.7,SoccerPenalty
video_validation_0000944,6.0,12.5,ThrowDiscus
video_validation_0000944,15.8,18.2,ThrowDiscus
video_validation_0000944,18.8,21.8,ThrowDiscus
video_validation_0000944,22.6,27.1,ThrowDiscus
video_validation_0000944,27.4,30.7,ThrowDiscus
video_validation_0000944,35.8,37.2,ThrowDiscus
video_validation_0000944,37.4,38.1,ThrowDiscus
video_validation_0000944,38.2,39.0,ThrowDiscus
video_validation_0000944,39.2,39.9,ThrowDiscus
video_validation_0000944,40.0,40.6,ThrowDiscus
video_validation_0000944,40.8,41.5,ThrowDiscus
video_validation_0000944,41.7,42.2,ThrowDiscus
video_validation_0000944,42.5,43.1,ThrowDiscus
video_validation_0000944,43.4,44.0,ThrowDiscus
video_validation_0000944,44.2,44.8,ThrowDiscus
video_validation_0000944,45.1,45.8,ThrowDiscus
video_validation_0000944,45.9,46.7,ThrowDiscus
video_validation_0000944,46.8,47.5,ThrowDiscus
video_validation_0000944,47.8,48.4,ThrowDiscus
video_validation_0000944,48.6,49.2,ThrowDiscus
video_validation_0000944,49.6,50.2,ThrowDiscus
video_validation_0000944,50.4,51.2,ThrowDiscus
video_validation_0000944,51.4,52.1,ThrowDiscus
video_validation_0000944,52.2,53.0,ThrowDiscus
video_validation_0000944,53.2,53.9,ThrowDiscus
video_validation_0000944,54.0,54.9,ThrowDiscus
video_validation_0000944,55.0,55.8,ThrowDiscus
video_validation_0000944,56.0,58.6,ThrowDiscus
video_validation_0000944,59.3,61.4,ThrowDiscus
video_validation_0000944,62.5,64.9,ThrowDiscus
video_validation_0000944,64.9,66.9,ThrowDiscus
video_validation_0000944,67.0,68.0,ThrowDiscus
video_validation_0000944,68.1,68.8,ThrowDiscus
video_validation_0000944,68.8,69.3,ThrowDiscus
video_validation_0000944,69.4,69.9,ThrowDiscus
video_validation_0000944,70.0,70.8,ThrowDiscus
video_validation_0000944,70.8,71.3,ThrowDiscus
video_validation_0000944,71.4,71.9,ThrowDiscus
video_validation_0000944,72.0,72.7,ThrowDiscus
video_validation_0000944,72.8,73.2,ThrowDiscus
video_validation_0000944,73.3,73.8,ThrowDiscus
video_validation_0000944,73.8,74.6,ThrowDiscus
video_validation_0000944,74.7,77.1,ThrowDiscus
video_validation_0000944,77.6,80.0,ThrowDiscus
video_validation_0000944,80.9,82.8,ThrowDiscus
video_validation_0000944,82.9,85.7,ThrowDiscus
video_validation_0000944,86.5,89.2,ThrowDiscus
video_validation_0000944,89.5,92.1,ThrowDiscus
video_validation_0000944,92.4,94.6,ThrowDiscus
video_validation_0000944,95.3,98.3,ThrowDiscus
video_validation_0000944,98.4,101.0,ThrowDiscus
video_validation_0000944,108.0,113.7,ThrowDiscus
video_validation_0000944,118.0,122.5,ThrowDiscus
video_validation_0000944,138.8,142.1,ThrowDiscus
video_validation_0000944,142.2,143.7,ThrowDiscus
video_validation_0000944,143.8,144.3,ThrowDiscus
video_validation_0000944,144.3,144.8,ThrowDiscus
video_validation_0000944,144.9,145.7,ThrowDiscus
video_validation_0000944,145.8,146.3,ThrowDiscus
video_validation_0000944,146.4,146.8,ThrowDiscus
video_validation_0000944,146.8,147.7,ThrowDiscus
video_validation_0000944,147.7,148.2,ThrowDiscus
video_validation_0000944,148.3,148.8,ThrowDiscus
video_validation_0000944,148.8,149.6,ThrowDiscus
video_validation_0000944,149.6,153.1,ThrowDiscus
video_validation_0000944,153.3,155.8,ThrowDiscus
video_validation_0000944,156.8,160.0,ThrowDiscus
video_validation_0000944,160.1,164.3,ThrowDiscus
video_validation_0000944,164.6,167.0,ThrowDiscus
video_validation_0000944,167.7,170.2,ThrowDiscus
video_validation_0000944,170.8,174.4,ThrowDiscus
video_validation_0000944,174.8,177.9,ThrowDiscus
video_validation_0000944,178.1,180.3,ThrowDiscus
video_validation_0000944,181.4,184.1,ThrowDiscus
video_validation_0000944,184.6,187.1,ThrowDiscus
video_validation_0000662,7.1,18.6,PoleVault
video_validation_0000662,19.2,30.8,PoleVault
video_validation_0000662,31.3,42.9,PoleVault
video_validation_0000662,43.0,54.8,PoleVault
video_validation_0000662,55.0,74.0,PoleVault
video_validation_0000662,74.2,86.0,PoleVault
video_validation_0000662,86.2,96.9,PoleVault
video_validation_0000932,51.4,51.9,TennisSwing
video_validation_0000932,52.0,52.6,TennisSwing
video_validation_0000932,62.8,64.0,TennisSwing
video_validation_0000932,3.3,3.8,TennisSwing
video_validation_0000932,4.6,4.8,TennisSwing
video_validation_0000932,49.6,51.2,TennisSwing
video_validation_0000932,52.7,53.1,TennisSwing
video_validation_0000932,53.5,53.9,TennisSwing
video_validation_0000932,54.1,54.4,TennisSwing
video_validation_0000932,2.8,3.3,GolfSwing
video_validation_0000932,16.0,16.6,GolfSwing
video_validation_0000932,16.7,17.3,GolfSwing
video_validation_0000932,17.4,18.0,GolfSwing
video_validation_0000932,27.1,28.5,GolfSwing
video_validation_0000950,4.9,9.2,ThrowDiscus
video_validation_0000661,57.1,65.3,PoleVault
video_validation_0000661,110.0,115.5,PoleVault
video_validation_0000661,115.8,120.8,PoleVault
video_validation_0000661,121.0,130.7,PoleVault
video_validation_0000669,52.7,59.1,PoleVault
video_validation_0000669,65.0,68.0,PoleVault
video_validation_0000669,98.9,103.9,PoleVault
video_validation_0000669,117.3,120.8,PoleVault
video_validation_0000669,133.4,137.5,PoleVault
video_validation_0000669,142.1,147.4,PoleVault
video_validation_0000669,153.1,157.6,PoleVault
video_validation_0000669,164.5,172.6,PoleVault
video_validation_0000056,17.4,24.3,Billiards
video_validation_0000056,27.4,35.4,Billiards
video_validation_0000056,50.5,52.7,Billiards
video_validation_0000056,60.1,62.6,Billiards
video_validation_0000056,72.1,72.9,Billiards
video_validation_0000056,85.0,86.0,Billiards
video_validation_0000056,91.4,94.8,Billiards
video_validation_0000056,101.8,106.8,Billiards
video_validation_0000056,120.8,123.5,Billiards
video_validation_0000056,124.9,126.7,Billiards
video_validation_0000056,131.2,131.8,Billiards
video_test_0000504,0.3,66.3,CleanAndJerk
video_test_0001522,1.5,2.3,TennisSwing
video_test_0001522,4.1,5.1,TennisSwing
video_test_0001522,7.1,8.8,TennisSwing
video_test_0001522,10.4,11.4,TennisSwing
video_test_0001522,13.0,14.3,TennisSwing
video_test_0001522,17.0,18.0,TennisSwing
video_test_0001522,19.8,21.1,TennisSwing
video_test_0001522,23.6,25.0,TennisSwing
video_test_0001522,26.4,27.8,TennisSwing
video_test_0001522,28.9,30.7,TennisSwing
video_test_0001522,31.9,33.4,TennisSwing
video_test_0001522,34.4,35.7,TennisSwing
video_test_0000372,6.0,14.0,HammerThrow
video_test_0000372,16.5,22.7,HammerThrow
video_test_0000372,26.3,34.1,HammerThrow
video_test_0000372,37.7,43.1,HammerThrow
video_test_0000372,45.0,59.0,HammerThrow
video_test_0000372,64.3,70.4,HammerThrow
video_test_0000372,79.9,88.7,HammerThrow
video_test_0000372,92.3,128.1,HammerThrow
video_test_0000372,131.5,139.9,HammerThrow
video_test_0000372,144.6,151.6,HammerThrow
video_test_0000372,157.4,198.1,HammerThrow
video_test_0000372,200.9,207.5,HammerThrow
video_test_0000372,219.5,227.6,HammerThrow
video_test_0000372,228.5,236.6,HammerThrow
video_test_0000372,241.8,248.9,HammerThrow
video_test_0000372,250.4,258.3,HammerThrow
video_test_0000372,260.5,292.3,HammerThrow
video_test_0000220,37.2,43.9,HighJump
video_test_0000220,53.5,56.0,HighJump
video_test_0000220,56.9,67.6,HighJump
video_test_0000220,97.5,104.1,HighJump
video_test_0000220,129.8,132.9,HighJump
video_test_0000220,134.0,136.3,HighJump
video_test_0000220,136.9,142.0,HighJump
video_test_0000220,177.3,184.1,HighJump
video_test_0000220,196.5,205.3,HighJump
video_test_0000220,207.7,214.1,HighJump
video_test_0000220,234.6,237.6,HighJump
video_test_0000220,238.8,243.7,HighJump
video_test_0001389,5.8,7.4,TennisSwing
video_test_0001389,9.0,10.5,TennisSwing
video_test_0001389,12.1,13.6,TennisSwing
video_test_0001389,19.3,20.5,TennisSwing
video_test_0001389,22.3,23.4,TennisSwing
video_test_0001389,54.4,57.3,TennisSwing
video_test_0001389,60.1,63.8,TennisSwing
video_test_0001389,64.2,67.0,TennisSwing
video_test_0001389,68.4,70.8,TennisSwing
video_test_0001389,74.8,77.3,TennisSwing
video_test_0001389,78.7,81.2,TennisSwing
video_test_0001389,82.2,84.6,TennisSwing
video_test_0001389,100.1,104.2,TennisSwing
video_test_0001389,105.0,108.3,TennisSwing
video_test_0001389,111.9,113.5,TennisSwing
video_test_0001389,114.5,116.7,TennisSwing
video_test_0001389,118.3,120.3,TennisSwing
video_test_0000443,0.0,7.1,HammerThrow
video_test_0000443,23.6,33.4,HammerThrow
video_test_0000443,48.2,55.8,HammerThrow
video_test_0000443,72.9,79.8,HammerThrow
video_test_0000443,112.9,119.8,HammerThrow
video_test_0000443,133.4,139.8,HammerThrow
video_test_0000443,164.2,171.9,HammerThrow
video_test_0000443,195.0,199.9,HammerThrow
video_test_0000443,237.2,245.4,HammerThrow
video_test_0000443,262.6,270.3,HammerThrow
video_test_0000505,4.1,14.2,CleanAndJerk
video_test_0000505,17.1,24.6,CleanAndJerk
video_test_0000505,25.3,31.0,CleanAndJerk
video_test_0000505,32.5,39.5,CleanAndJerk
video_test_0000505,39.8,45.6,CleanAndJerk
video_test_0000505,50.4,56.1,CleanAndJerk
video_test_0000505,62.2,70.9,CleanAndJerk
video_test_0000505,75.8,91.0,CleanAndJerk
video_test_0000505,92.5,99.4,CleanAndJerk
video_test_0000505,100.4,109.6,CleanAndJerk
video_test_0000505,112.2,119.8,CleanAndJerk
video_test_0000505,123.4,138.2,CleanAndJerk
video_test_0000505,141.1,149.4,CleanAndJerk
video_test_0000505,176.9,191.0,CleanAndJerk
video_test_0001468,0.0,6.4,ThrowDiscus
video_test_0001468,7.5,12.1,ThrowDiscus
video_test_0001468,12.4,19.9,ThrowDiscus
video_test_0001468,22.0,26.6,ThrowDiscus
video_test_0001468,26.9,32.0,ThrowDiscus
video_test_0001468,32.4,37.2,ThrowDiscus
video_test_0001468,37.8,44.5,ThrowDiscus
video_test_0001468,46.7,49.8,ThrowDiscus
video_test_0001468,50.1,58.0,ThrowDiscus
video_test_0001468,58.3,61.8,ThrowDiscus
video_test_0001468,62.2,67.5,ThrowDiscus
video_test_0001468,68.1,73.4,ThrowDiscus
video_test_0001468,73.9,80.0,ThrowDiscus
video_test_0001468,80.2,86.1,ThrowDiscus
video_test_0001468,86.4,90.7,ThrowDiscus
video_test_0001468,90.9,95.3,ThrowDiscus
video_test_0001468,96.0,99.5,ThrowDiscus
video_test_0001468,100.3,105.1,ThrowDiscus
video_test_0001468,105.4,113.6,ThrowDiscus
video_test_0001468,137.2,143.5,CleanAndJerk
video_test_0001468,144.4,153.2,CleanAndJerk
video_test_0001008,7.3,13.8,HighJump
video_test_0001008,17.5,20.3,HighJump
video_test_0001008,26.0,31.6,HighJump
video_test_0001008,37.5,42.9,HighJump
video_test_0001008,46.1,49.1,HighJump
video_test_0001008,55.5,62.5,HighJump
video_test_0001008,68.0,73.5,HighJump
video_test_0001008,80.0,86.8,HighJump
video_test_0001008,90.8,93.3,HighJump
video_test_0001008,95.7,99.3,HighJump
video_test_0001072,6.8,14.7,HammerThrow
video_test_0001072,38.2,44.6,HammerThrow
video_test_0001072,62.4,76.8,HammerThrow
video_test_0001072,93.3,100.1,HammerThrow
video_test_0001072,116.9,131.6,HammerThrow
video_test_0001072,154.3,160.0,HammerThrow
video_test_0001072,181.4,194.4,HammerThrow
video_test_0001072,247.3,255.5,HammerThrow
video_test_0000238,9.6,15.7,GolfSwing
video_test_0000238,21.0,31.8,GolfSwing
video_test_0000238,38.5,78.2,GolfSwing
video_test_0000238,81.6,89.3,GolfSwing
video_test_0001531,12.5,21.5,TennisSwing
video_test_0001531,25.0,32.9,TennisSwing
video_test_0001531,41.3,43.5,TennisSwing
video_test_0001531,48.3,56.6,TennisSwing
video_test_0001531,60.1,86.9,TennisSwing
video_test_0001531,112.9,122.8,TennisSwing
video_test_0001531,135.4,150.5,TennisSwing
video_test_0001531,153.3,155.7,TennisSwing
video_test_0001531,160.2,162.6,TennisSwing
video_test_0001531,164.3,166.4,TennisSwing
video_test_0001531,167.6,169.7,TennisSwing
video_test_0001531,171.3,173.8,TennisSwing
video_test_0001531,173.8,177.7,TennisSwing
video_test_0001531,178.2,180.3,TennisSwing
video_test_0001531,180.5,182.6,TennisSwing
video_test_0001531,184.7,186.5,TennisSwing
video_test_0001531,187.9,193.0,TennisSwing
video_test_0001531,192.9,195.1,TennisSwing
video_test_0001531,196.0,198.3,TennisSwing
video_test_0001531,199.1,200.2,TennisSwing
video_test_0001531,200.6,201.6,TennisSwing
video_test_0001531,202.4,203.4,TennisSwing
video_test_0001531,203.6,206.0,TennisSwing
video_test_0001531,206.2,207.5,TennisSwing
video_test_0001531,207.8,209.3,TennisSwing
video_test_0001531,209.7,210.6,TennisSwing
video_test_0001531,212.3,213.3,TennisSwing
video_test_0001531,213.8,214.7,TennisSwing
video_test_0001531,215.5,216.2,TennisSwing
video_test_0000950,11.6,20.8,HammerThrow
video_test_0000950,41.2,47.4,HammerThrow
video_test_0000950,82.6,91.1,HammerThrow
